accuracy,f1,balanced_accuracy
0.9993114133241522,0.9992028696691909,0.999235026616474
0.9993687955471395,0.9992695398100804,0.9993331524229627
0.9989671199862282,0.9988039867109634,0.9988525399247111
0.9988523555402536,0.998671272920542,0.9987514889950426
0.9995983244390888,0.9995350381932913,0.9995352542822998
0.9990245022092156,0.9988705069430603,0.9989189321700969
0.9991392666551903,0.9990037856146643,0.9990834502219712
0.9987949733172663,0.99860529986053,0.9987169179732921
0.9992540311011648,0.9991366141993757,0.9991845739800567
0.9994261448410421,0.9993359011820959,0.9993836625693135
0.9990245022092156,0.9988708070408503,0.9989506657311997
0.9991392666551903,0.9990035208928453,0.9990517166608683
0.9991392666551903,0.9990036532713384,0.9990675834414198
0.9991392666551903,0.9990036532713384,0.9990675834414198
0.9990818844322029,0.9989371595589212,0.999001191196034
0.9990245022092156,0.9988711069792151,0.9989823992923027
0.9992540311011648,0.9991364995018266,0.9991845011516398
0.9994261777701268,0.99933598937583,0.9993837242721437
0.9987949733172663,0.99860529986053,0.9987169179732921
0.9990818317456674,0.9989370183364338,0.9989853090969991
0.9992540311011648,0.9991363847737993,0.9991686343710884
0.9994261777701268,0.9993357247243257,0.999351944326694
0.9991392666551903,0.9990035208928453,0.9990517166608683
0.9990818844322029,0.9989374418913535,0.999032924757137
0.9991392666551903,0.9990033884791709,0.9990358498803169
0.9993687955471395,0.9992695398100804,0.9993331524229627
0.9990818844322029,0.9989374418913535,0.999032924757137
0.9994261777701268,0.99933598937583,0.9993837242721437
0.9990245022092156,0.9988706570118913,0.9989190402572738
0.9990818317456674,0.998936877076412,0.9989694474226087
0.9991966488781775,0.9990702616549343,0.999149842467357
0.9991392666551903,0.9990035208928453,0.9990517166608683
0.9991966488781775,0.9990702616549343,0.999149842467357
0.9991966488781775,0.9990697674418605,0.9990863753451511
0.9994261777701268,0.9993357247243257,0.999351944326694
0.9990818844322029,0.998936877076412,0.9989694576349311
0.9993687955471395,0.9992694427840871,0.9993172856424113
0.9991392666551903,0.9990036532713383,0.9990518071186653
0.9989671199862282,0.9988041456284878,0.9988526568265782
0.9991966027774589,0.9990700146140561,0.9991180935877706
0.9993114133241522,0.9992029755579172,0.9992508933970256
0.9990818844322029,0.9989371595589212,0.999001191196034
0.998737591094279,0.9985382059800664,0.9986187045042711
0.9992540311011648,0.9991368435030875,0.9992321014932941
0.9990818844322029,0.9989371595589212,0.999001191196034
0.9990245022092156,0.9988706570118914,0.9989347989506483
0.9990245022092156,0.9988708070408503,0.9989506657311997
0.9992540311011648,0.9991367288664587,0.999200426839757
0.9989671199862282,0.9988043045037863,0.9988685096862784
0.9993113738092505,0.999203081418515,0.9992667397529322
0.9990818844322029,0.9989378651088688,0.9990805250987913
0.9991392666551903,0.9990037856146643,0.9990834502219712
0.9991392666551903,0.9990036532713384,0.9990675834414198
0.9992540311011648,0.9991362700152815,0.999152767590537
0.9991966488781775,0.9990700146140561,0.9991181089062541
0.9993114133241522,0.999203081418515,0.999266760177577
0.9990245022092156,0.9988709570299529,0.9989665325117512
0.9992540311011648,0.9991368435030875,0.9992162796994571
0.998909737763241,0.9987376254069498,0.9987862733958826
0.9991392172615632,0.9990035208928453,0.9990517013423847
0.9990245022092156,0.9988709570299529,0.9989665325117512
0.9991392666551903,0.9990036532713384,0.9990675834414198
0.9990818844322029,0.9989371595589212,0.999001191196034
0.9988523555402536,0.9986718023641918,0.9987990893366969
0.9990245022092156,0.998870356834341,0.9989030653895454
0.9992540311011648,0.9991364995018266,0.9991845011516398
0.9990245022092156,0.9988706570118914,0.9989347989506483
0.9993687955471395,0.9992694427840871,0.9993014879817479
0.9994835599931141,0.9994024301175221,0.9994501077028395
0.9991392172615632,0.9990033884791709,0.9990358396679946
0.9991966488781775,0.9990700146140561,0.9991181089062541
0.9993687955471395,0.999269151551392,0.9992696853007569
0.9993687955471395,0.9992693457323149,0.9993014188618599
0.9990818844322029,0.9989374418913535,0.999032924757137
0.9991392666551903,0.9990035208928453,0.9990517166608683
0.9991392666551903,0.9990036532713384,0.9990675834414198
0.9988523555402536,0.998671272920542,0.9987514889950426
0.9990245022092156,0.9988711069792151,0.9989665988363746
0.9991392666551903,0.9990035208928452,0.9990359542589651
0.9991966027774589,0.9990698910443795,0.9991022319133802
0.9990245022092156,0.9988709570299529,0.9989665325117512
0.9989671199862282,0.9988039867109634,0.9988525399247111
0.9989671199862282,0.9988043045037864,0.9988842734858141
0.9994835599931141,0.9994022713687987,0.9994342033526313
0.9991966488781775,0.9990700146140561,0.9991181089062541
0.9991392666551903,0.9990033884791709,0.9990358498803169
0.9992540311011648,0.9991364995018266,0.9991845011516398
0.998909737763241,0.9987381284452415,0.9988338319749832
0.9994261777701268,0.9993360775461426,0.999399577131844
0.9994835303569379,0.999402191962803,0.9994183314659186
0.9993687955471395,0.9992692486547532,0.9992855520813084
0.9994835599931141,0.9994021125357072,0.9994024697915284
0.9991966488781775,0.9990701381509033,0.9991339756868055
0.9990245022092156,0.9988708070408503,0.9989506657311997
0.998909737763241,0.9987381284452415,0.9988496148015312
0.9993687955471395,0.9992695398100804,0.9993331524229627
0.9986228266483044,0.9984046796064876,0.9984541864523967
0.9997130888850634,0.9996680167319567,0.9996839357062217
0.9988523555402536,0.99867197875166,0.998799154263688
0.9990244462297716,0.9988702066857182,0.9988871935028327
0.9993114133241522,0.999203187250996,0.9992826269581285
0.9991392666551903,0.9990037856146643,0.9990834502219712
0.9992540311011648,0.9991364995018266,0.9991845011516398
0.9992540311011648,0.9991366141993756,0.9992003679321912
0.9991392666551903,0.9990035208928453,0.9990517166608683
0.9990245022092156,0.9988708070408503,0.9989506657311997
0.9989671199862282,0.9988043045037864,0.9988842734858141
0.9991966488781775,0.999070014614056,0.9991023376896607
0.9993114133241522,0.9992028696691909,0.9992192516913518
0.9992539882933548,0.9991364995018266,0.9991844858331562
0.9993687955471395,0.9992695398100804,0.9993331524229627
0.9990245022092156,0.9988705069430603,0.9989189321700969
0.9991966488781775,0.9990697674418605,0.9990863753451511
0.9989671199862282,0.9988044633368757,0.9989001402663655
0.9990818844322029,0.998936877076412,0.9989694576349311
0.9991966488781775,0.9990700146140561,0.9991181089062541
0.9992540311011648,0.9991367288664587,0.9992162347127427
0.9994835599931141,0.9994024301175221,0.9994501077028395
0.9990245022092156,0.9988709570299528,0.9989507459766743
0.9990244462297716,0.9988702066857182,0.9988871935028327
0.9987949733172663,0.9986045584424215,0.9986692299691053
0.9992540311011648,0.9991364995018266,0.9991845011516398
0.9994835599931141,0.9994022713687987,0.9994342033526313
0.9991966488781775,0.9990701381509033,0.9991339756868055
0.9994835599931141,0.9994023507537021,0.9994500701331828
0.9987949733172663,0.9986051145798738,0.9987168303107598
0.9990245022092156,0.9988705069430603,0.9989189321700969
0.9994261777701268,0.9993359011820959,0.9993678714124435
0.9991392666551903,0.9990037856146643,0.9990676599783654
0.9991392172615632,0.9990039179228368,0.9990992863655557
0.9990245022092156,0.9988708070408503,0.9989506657311997
0.9995983244390888,0.9995352234247393,0.9995828546239542
0.9991966488781775,0.9990703851261621,0.9991657092479085
0.9986802088712917,0.9984716592464616,0.9985523122588853
0.9990245022092156,0.9988705069430603,0.9989189321700969
0.9986802088712917,0.9984712529079429,0.9985205786977824
0.9991392666551903,0.9990035208928453,0.9990517166608683
0.9992540311011648,0.9991364995018267,0.9991687211203564
0.9991966488781775,0.999070014614056,0.9991023376896607
0.9995983013887295,0.9995353468304017,0.9996145626542512
0.9992540311011648,0.9991363847737993,0.9991686343710884
0.9993687955471395,0.9992696368103047,0.9993490192035142
0.9990818844322029,0.9989373007438895,0.9990170579765856
0.9992540311011648,0.9991363847737993,0.9991686343710884
0.998909737763241,0.9987374576383813,0.9987861476793254
0.9992540311011648,0.9991363847737993,0.9991686343710884
0.9995983244390888,0.9995351616973239,0.9995669878434028
0.9993687955471395,0.9992697337847707,0.9993490465608486
0.9991392666551903,0.9990037856146643,0.9990676599783654
0.9986227476185011,0.998404891665559,0.9984700328083034
0.9991966488781775,0.9990702616549343,0.999149842467357
0.9995983244390888,0.9995351616973239,0.9995669878434028
0.9990245022092156,0.9988705069430603,0.9989189321700969
0.9988523555402536,0.998671272920542,0.9987514889950426
0.9991392666551903,0.9990037856146643,0.9990834502219712
0.9990245022092156,0.9988709570299529,0.9989665325117512
0.9989671199862282,0.998804145628488,0.9988684067052626
0.9991966488781775,0.999070014614056,0.9991023376896607
0.9989671199862282,0.9988043045037863,0.9988685096862784
0.9990244462297716,0.9988705069430603,0.9989189168516133
0.9992540311011648,0.9991366141993756,0.9992003679321912
0.9993114133241522,0.999203081418515,0.999266760177577
0.998909737763241,0.9987374576383813,0.9987861476793254
0.9991392666551903,0.9990035208928453,0.9990517166608683
0.9995983244390888,0.9995352234247393,0.9995828546239542
